date,equity,drawdown,peak
2010-12-01,1552.646686867216,-0.0536266100135081,1640.6280050724774
2011-01-01,1574.7516683836325,-0.04015312214906075,1640.6280050724774
2011-02-01,1608.0708942953434,-0.01984429783989683,1640.6280050724774
2011-03-01,1604.1172936487005,-0.02225410715341536,1640.6280050724774
2011-04-01,1632.1757538194292,-0.005151838946376386,1640.6280050724774
2011-05-01,1621.452188754531,-0.011688095204189342,1640.6280050724774
2011-06-01,1596.5992105366001,-0.026836549418728373,1640.6280050724774
2011-07-01,1588.9010607004188,-0.03152874643863801,1640.6280050724774
2011-08-01,1541.03910281167,-0.06070169590723762,1640.6280050724774
2011-09-01,1475.257508146974,-0.1007970706425908,1640.6280050724774
2011-10-01,1578.9685221177597,-0.037582854104696195,1640.6280050724774
2011-11-01,1572.8743622193538,-0.04129738285805418,1640.6280050724774
2011-12-01,1576.7016207644097,-0.038964581922544816,1640.6280050724774
2012-01-01,1633.9051827768985,-0.004097712750723126,1640.6280050724774
2012-02-01,1690.0988444564703,0.0,1690.0988444564703
2012-03-01,1729.0098097456153,0.0,1729.0098097456153
2012-04-01,1719.5926845079284,-0.0054465423993588225,1729.0098097456153
2012-05-01,1647.7710049594548,-0.04698573965760955,1729.0098097456153
2012-06-01,1691.4928473969144,-0.02169852486506174,1729.0098097456153
2012-07-01,1705.1979962042706,-0.013771936635135762,1729.0098097456153
2012-08-01,1742.4395957926108,0.0,1742.4395957926108
2012-09-01,1763.3303230290662,0.0,1763.3303230290662
2012-10-01,1732.5874885185556,-0.01743452948605817,1763.3303230290662
2012-11-01,1741.2200922351026,-0.012538904653997207,1763.3303230290662
2012-12-01,1740.3841138585578,-0.013012995279915063,1763.3303230290662
2013-01-01,1796.5773023157903,0.0,1796.5773023157903
2013-02-01,1810.298626304832,0.0,1810.298626304832
2013-03-01,1850.9830960902955,0.0,1850.9830960902955
2013-04-01,1879.1361721686565,0.0,1879.1361721686565
2013-05-01,1916.6845166982814,0.0,1916.6845166982814
2013-06-01,1888.2790185717017,-0.014820121871444769,1916.6845166982814
2013-07-01,1963.879001181851,0.0,1963.879001181851
2013-08-01,1936.7054194859381,-0.013836688349720072,1963.879001181851
2013-09-01,1981.835933977226,0.0,1981.835933977226
2013-10-01,2049.8736666312648,0.0,2049.8736666312648
2013-11-01,2096.4241619653394,0.0,2096.4241619653394
2013-12-01,2129.7966139616165,0.0,2129.7966139616165
2014-01-01,2086.2570012275037,-0.020443084775651488,2129.7966139616165
2014-02-01,2155.8677293144674,0.0,2155.8677293144674
2014-03-01,2143.019540818169,-0.00595963672612887,2155.8677293144674
2014-04-01,2147.9910106630555,-0.003653618700399819,2155.8677293144674
2014-05-01,2195.447949361788,0.0,2195.447949361788
2014-06-01,2227.0961383715435,0.0,2227.0961383715435
2014-07-01,2220.329990100935,-0.0030381033643011035,2227.0961383715435
2014-08-01,2289.88095300938,0.0,2289.88095300938
2014-09-01,2265.6663967638997,-0.010574591754937024,2289.88095300938
2014-10-01,2305.4599826609688,0.0,2305.4599826609688
2014-11-01,2361.4165383037516,0.0,2361.4165383037516
2014-12-01,2337.445633509059,-0.01015107009113747,2361.4165383037516
2015-01-01,2295.1522143009283,-0.028061260234258478,2361.4165383037516
2015-02-01,2398.140931398958,0.0,2398.140931398958
2015-03-01,2361.6891208162733,-0.015200028532693644,2398.140931398958
2015-04-01,2383.655860065546,-0.00604012514183716,2398.140931398958
2015-05-01,2411.0764790444937,0.0,2411.0764790444937
2015-06-01,2368.7711727867145,-0.017546231579740112,2411.0764790444937
2015-07-01,2419.70812950115,0.0,2419.70812950115
2015-08-01,2316.862332600845,-0.04250338941561005,2419.70812950115
2015-09-01,2273.2880602613286,-0.06051145898741406,2419.70812950115
2015-10-01,2434.340413299209,0.0,2434.340413299209
2015-11-01,2442.2833129435758,0.0,2442.2833129435758
2015-12-01,2406.140644790857,-0.01479872050927522,2442.2833129435758
2016-01-01,2312.7532178727024,-0.05303647385395127,2442.2833129435758
2016-02-01,2303.153822772656,-0.056966974074450505,2442.2833129435758
2016-03-01,2407.9173255728983,-0.014071253399859485,2442.2833129435758
2016-04-01,2392.419775487143,-0.02041677031987521,2442.2833129435758
2016-05-01,2437.4629146479538,-0.0019737260906934617,2442.2833129435758
2016-06-01,2420.008894901223,-0.009120325199088564,2442.2833129435758
2016-07-01,2505.7900308494936,0.0,2505.7900308494936
2016-08-01,2513.7263840608675,0.0,2513.7263840608675
2016-09-01,2520.4222881947717,0.0,2520.4222881947717
2016-10-01,2491.802129683618,-0.011355302897139707,2520.4222881947717
2016-11-01,2536.3812679364664,0.0,2536.3812679364664
2016-12-01,2558.174765736836,0.0,2558.174765736836
2017-01-01,2612.375462229661,0.0,2612.375462229661
2017-02-01,2689.2000650478376,0.0,2689.2000650478376
2017-03-01,2698.1926491279996,0.0,2698.1926491279996
2017-04-01,2728.939958805233,0.0,2728.939958805233
2017-05-01,2773.4539913352505,0.0,2773.4539913352505
2017-06-01,2757.6098296051287,-0.005712790541909762,2773.4539913352505
2017-07-01,2811.636387720784,0.0,2811.636387720784
2017-08-01,2830.0576138803863,0.0,2830.0576138803863
2017-09-01,2845.7249962807914,0.0,2845.7249962807914
2017-10-01,2909.9256994066927,0.0,2909.9256994066927
2017-11-01,2965.23277290161,0.0,2965.23277290161
2017-12-01,2977.4649695288185,0.0,2977.4649695288185
2018-01-01,3123.882792386043,0.0,3123.882792386043
2018-02-01,3062.751207215839,-0.019569103334863502,3123.882792386043
2018-03-01,2989.007032777553,-0.04317567865773575,3123.882792386043
2018-04-01,3000.152730454923,-0.039607779854190395,3123.882792386043
2018-05-01,3077.699378590059,-0.014783977781928526,3123.882792386043
2018-06-01,3086.9563770822388,-0.01182067886599536,3123.882792386043
2018-07-01,3162.7533164776364,0.0,3162.7533164776364
2018-08-01,3256.48742315424,0.0,3256.48742315424
2018-09-01,3254.5332215929193,-0.0006000949205041683,3256.48742315424
2018-10-01,3093.834366240992,-0.0499473929353309,3256.48742315424
2018-11-01,3117.0414491392157,-0.042820977297052365,3256.48742315424
2018-12-01,2936.4898263391133,-0.09826464998448425,3256.48742315424
2019-01-01,3127.149224945969,-0.0397170882002037,3256.48742315424
2019-02-01,3197.587114375113,-0.018087067789770872,3256.48742315424
2019-03-01,3239.9430522753555,-0.005080434446407156,3256.48742315424
2019-04-01,3369.9939993644716,0.0,3369.9939993644716
2019-05-01,3154.9055775730303,-0.06382457115116635,3369.9939993644716
2019-06-01,3370.86531542273,0.0,3370.86531542273
2019-07-01,3423.5990067389816,0.0,3423.5990067389816
2019-08-01,3365.847149080471,-0.016868756400744478,3423.5990067389816
2019-09-01,3413.9258321900447,-0.002825440283717895,3423.5990067389816
2019-10-01,3490.0983981069317,0.0,3490.0983981069317
2019-11-01,3622.915251752428,0.0,3622.915251752428
2019-12-01,3711.6448232202792,0.0,3711.6448232202792
2020-01-01,3728.634801897969,0.0,3728.634801897969
2020-02-01,3479.864690195905,-0.06671881933179236,3728.634801897969
2020-03-01,3127.0137418266045,-0.1613515648583026,3728.634801897969
2020-04-01,3587.4078483744734,-0.0378763169435653,3728.634801897969
2020-05-01,3794.4948025397225,0.0,3794.4948025397225
2020-06-01,3926.9808138602893,0.0,3926.9808138602893
2020-07-01,4179.947756061489,0.0,4179.947756061489
2020-08-01,4559.316473260181,0.0,4559.316473260181
2020-09-01,4367.502679665088,-0.042070734663859466,4559.316473260181
2020-10-01,4238.841311452719,-0.0702901769787222,4559.316473260181
2020-11-01,4699.014252249083,0.0,4699.014252249083
2020-12-01,4876.666752361526,0.0,4876.666752361526
2021-01-01,4856.693149299477,-0.004095749017989925,4876.666752361526
2021-02-01,4921.841484486946,0.0,4921.841484486946
2021-03-01,5078.268023951872,0.0,5078.268023951872
2021-04-01,5362.41972657854,0.0,5362.41972657854
2021-05-01,5328.017951686085,-0.006415345431082908,5362.41972657854
2021-06-01,5533.239518441481,0.0,5533.239518441481
2021-07-01,5675.350176858235,0.0,5675.350176858235
2021-08-01,5857.6132910055585,0.0,5857.6132910055585
2021-09-01,5583.833859175521,-0.04673907583664316,5857.6132910055585
2021-10-01,6034.430090591284,0.0,6034.430090591284
2021-11-01,6097.06737399577,0.0,6097.06737399577
2021-12-01,6257.3739463080565,0.0,6257.3739463080565
2022-01-01,5855.3467100782245,-0.06424855533318952,6257.3739463080565
2022-02-01,5640.384326914559,-0.09860200536001695,6257.3739463080565
2022-03-01,5853.874875679342,-0.06448377132179939,6257.3739463080565
2022-04-01,5293.420362017248,-0.15405081949106703,6257.3739463080565
2022-05-01,5281.752530929237,-0.15591547248897453,6257.3739463080565
2022-06-01,4895.467799575772,-0.21764819530017532,6257.3739463080565
2022-07-01,5149.564366534341,-0.17704065463873053,6257.3739463080565
2022-08-01,4914.533843897764,-0.21460122312213548,6257.3739463080565
2022-09-01,4688.096058536932,-0.25078857380691166,6257.3739463080565
2022-10-01,4704.771432771474,-0.24812365808066195,6257.3739463080565
2022-11-01,4809.298398179754,-0.23141905223399484,6257.3739463080565
2022-12-01,4655.514803240367,-0.2559954314401828,6257.3739463080565
2023-01-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-02-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-03-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-04-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-05-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-06-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-07-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-08-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-09-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-10-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-11-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2023-12-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-01-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-02-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-03-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-04-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-05-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-06-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-07-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-08-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-09-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-10-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-11-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2024-12-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-01-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-02-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-03-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-04-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-05-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-06-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-07-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-08-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-09-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-10-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-11-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2025-12-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-01-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-02-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-03-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-04-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-05-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-06-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-07-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-08-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-09-01,4667.107549322796,-0.25414277788584794,6257.3739463080565
2026-09-04,4667.107549322796,-0.25414277788584794,6257.3739463080565
