window,start,end,strategy_cagr_pct,spy_cagr_pct,alpha_cagr_pct,strategy_max_drawdown_pct,spy_max_drawdown_pct,strategy_sharpe,rebalances
oos_2006_2010,2006-01-01T00:00:00,2010-12-01T00:00:00,3.227694964604888,1.825397608721735,1.402297355883153,12.597289569634484,50.78481415627516,2.17866937612457,59
oos_2011_2015,2011-01-01T00:00:00,2015-12-01T00:00:00,10.634224811047499,12.129303905868948,-1.495079094821449,11.95899612552459,16.22132415260361,4.948781549774167,59
oos_2016_2020,2016-01-01T00:00:00,2020-12-01T00:00:00,16.910754556998597,16.574506013084033,0.3362485439145644,17.727535775498705,19.44770547343172,5.351620904122825,59
oos_2021_plus,2021-01-01T00:00:00,2026-09-04T00:00:00,16.260397347704057,15.289030243827796,0.9713671038762612,25.855138265587808,23.92718402314562,4.629945558354699,68
