symbol,entry_date,exit_date,qty,entry_price,exit_price,pnl,r_multiple,reason
SPY,1994-12-01T00:00:00,1994-12-01T00:00:00,2.411194833153929,45.649753125,45.5533875,-0.34231056781484775,-0.0456414090419797,EMA50_EXIT
SPY,2000-12-01T00:00:00,2000-12-01T00:00:00,0.3942414956814945,133.2141375,131.1612625,-0.8614423870058449,-0.11488520254672419,EMA50_EXIT
DIA,2000-12-01T00:00:00,2001-02-01T00:00:00,0.5434992880035748,104.9584875,104.979,-0.04590190834558394,-0.006121651450067083,EMA50_EXIT
SPY,2001-01-01T00:00:00,2001-02-01T00:00:00,0.3947544201645446,132.0264,123.92520694885255,-3.2485007796423875,-0.433203213403907,EMA50_EXIT
SPY,2001-03-01T00:00:00,2001-03-01T00:00:00,0.37190511234073115,124.07481305236816,116.66666444091797,-2.7998948346943204,-0.37444217742142527,EMA50_EXIT
SPY,2001-05-01T00:00:00,2001-05-01T00:00:00,0.3478764223082699,125.09501369476318,125.92480694885255,0.2450035699211638,0.0328268573641963,EMA50_EXIT
SPY,2001-08-01T00:00:00,2001-08-01T00:00:00,0.40276978641764694,121.99439522094727,114.12717152557373,-3.2162313239889997,-0.4308567450875671,EMA50_EXIT
DIA,2001-08-01T00:00:00,2001-08-01T00:00:00,0.5621110467865201,105.80115477905274,99.86002125396729,-3.397378994355903,-0.45512387259557174,EMA50_EXIT
IWM,2008-01-01T00:00:00,2008-01-01T00:00:00,0.871165957837213,76.16523152618409,67.6209916773472,-7.506081723333314,-1.0100132328760199,STOP
SPY,2008-02-01T00:00:00,2008-02-01T00:00:00,0.5291515091085712,137.96759044189452,133.7932433227539,-2.280763405287852,-0.30845568855247085,EMA50_EXIT
IWM,2008-02-01T00:00:00,2008-02-01T00:00:00,0.793970920592194,71.3442678314209,68.84622861022949,-2.0390240888837745,-0.2757623074158103,EMA50_EXIT
DIA,2008-02-01T00:00:00,2008-02-01T00:00:00,0.6076598960852384,126.51529586334229,122.98540013580323,-2.220781854490127,-0.30034364566855665,EMA50_EXIT
SPY,2008-03-01T00:00:00,2008-03-01T00:00:00,0.5126218973751359,133.16662738952635,131.943607220459,-0.6948975753350355,-0.09439704634315205,EMA50_EXIT
DIA,2008-03-01T00:00:00,2008-03-01T00:00:00,0.5913815423228772,122.49449522094726,122.37552152557373,-0.14276465155194135,-0.019393593972773644,EMA50_EXIT
SPY,2008-04-01T00:00:00,2008-04-01T00:00:00,0.4908687212820255,133.63672261047364,138.23234250793456,2.189120052389469,0.2975461614419962,EMA50_EXIT
DIA,2008-04-01T00:00:00,2008-05-01T00:00:00,0.5647936834373002,123.91477738952636,126.10477125396729,1.1662899704978305,0.1585226463350621,EMA50_EXIT
SPY,2011-09-01T00:00:00,2011-09-01T00:00:00,0.5770936469249665,122.31445891571045,113.12737152557374,-5.369745758876391,-0.7281976667637212,EMA50_EXIT
IWM,2011-09-01T00:00:00,2011-09-01T00:00:00,0.6792086618556702,72.71453694763183,64.28714305114747,-5.770485295233759,-0.7825424362293938,EMA50_EXIT
IWM,2015-09-01T00:00:00,2015-09-01T00:00:00,0.5993184559389165,113.13262261047363,109.17815694885255,-2.4366017309582513,-0.3329454552350665,EMA50_EXIT
DIA,2015-09-01T00:00:00,2015-09-01T00:00:00,0.5252159641577305,161.43227389526368,162.58747111816407,0.5216378518262805,0.07127835043269078,EMA50_EXIT
IWM,2015-10-01T00:00:00,2015-10-01T00:00:00,0.5883135624389562,109.39187674713135,115.31692833862304,3.419688590609385,0.4678899070171818,EMA50_EXIT
IWM,2015-11-01T00:00:00,2015-12-01T00:00:00,0.5802988953266508,115.47308694763183,112.59747874603272,-1.7348868114444975,-0.23469877652284718,EMA50_EXIT
SPY,2015-10-01T00:00:00,2016-01-01T00:00:00,0.40950268788583305,192.11841783142089,193.681257220459,0.5609939285853494,0.07675652040475077,EMA50_EXIT
DIA,2015-10-01T00:00:00,2016-01-01T00:00:00,0.5080054596219171,163.0425965057373,164.33712111816408,0.5744702287665407,0.07860037977136919,EMA50_EXIT
SPY,2016-02-01T00:00:00,2016-02-01T00:00:00,0.36633204097041566,192.56850477905272,193.52128555908203,0.2783155972993191,0.03800647156775043,EMA50_EXIT
DIA,2016-02-01T00:00:00,2016-02-01T00:00:00,0.4461264916331579,163.42267738952637,164.92701471252443,0.5978819840587809,0.08164610553091652,EMA50_EXIT
SPY,2016-03-01T00:00:00,2018-02-01T00:00:00,0.3656105837084386,195.0489965057373,256.84146549508233,22.509372688187828,3.0720172796626573,STOP
DIA,2016-03-01T00:00:00,2018-02-01T00:00:00,0.4386061260922586,166.0431965057373,236.88011890236993,30.98114579944328,4.2282215749878445,STOP
QQQ,2016-03-01T00:00:00,2018-12-01T00:00:00,0.5129956934069795,103.50069935760497,149.39868190035142,23.48059923377234,3.204567607556443,STOP
IWM,2018-11-01T00:00:00,2018-12-01T00:00:00,0.5060409132536963,150.92017738952637,135.54913284913513,-7.8508600125689885,-1.0111021043900106,STOP
DIA,2019-01-01T00:00:00,2020-02-01T00:00:00,0.2738655153720668,229.31585827331543,254.50908555908202,6.833304690705825,0.8905846790601973,EMA50_EXIT
SPY,2019-01-01T00:00:00,2020-03-01T00:00:00,0.26855573885205725,246.02919172668456,262.31822015784127,4.306252258115367,0.5612339064087292,STOP
QQQ,2019-01-01T00:00:00,2020-03-01T00:00:00,0.3435668912264144,151.0202034942627,173.7870233403887,7.766129013059626,1.0121596837388187,STOP
IWM,2020-03-01T00:00:00,2020-03-01T00:00:00,0.4325423178416859,147.99959522094727,129.78292092435268,-7.939558870310778,-1.0090624836399942,STOP
DIA,2020-05-01T00:00:00,2020-05-01T00:00:00,0.21893166333739464,239.6279178314209,254.2391352874756,3.144796573335003,0.4069532541984989,EMA50_EXIT
IWM,2022-02-01T00:00:00,2022-04-01T00:00:00,0.242326928466595,201.70033566284178,184.91300694885254,-4.114865216329735,-0.5314039673923145,EMA50_EXIT
QQQ,2022-05-01T00:00:00,2022-05-01T00:00:00,0.1491558712609074,312.89255256958006,308.21834277954105,-0.7435070020622526,-0.09627415285288218,EMA50_EXIT
IWM,2022-05-01T00:00:00,2022-05-01T00:00:00,0.24640898509001147,184.93697389526366,185.27293555908204,0.037172448581183674,0.004813331934594394,EMA50_EXIT
SPY,2022-05-01T00:00:00,2022-06-01T00:00:00,0.16865056226758962,412.1524213256836,366.2873651842006,-7.800809660538843,-1.0100998908576186,STOP
QQQ,2022-06-01T00:00:00,2022-06-01T00:00:00,0.14226696351251564,310.53209522094727,280.223942779541,-4.3538713513648135,-0.5639904798151678,EMA50_EXIT
IWM,2022-06-01T00:00:00,2022-06-01T00:00:00,0.2482551431926374,186.30725827331543,169.3261286102295,-4.25979668477457,-0.5518042639013577,EMA50_EXIT
QQQ,2022-07-01T00:00:00,2022-07-01T00:00:00,0.13498578635355699,279.0058022094727,315.39689945678714,4.8721629201499566,0.6379509577069048,EMA50_EXIT
SPY,2022-07-01T00:00:00,2022-08-01T00:00:00,0.14814630638708234,376.63530955810546,395.1009566772461,2.6784524770740874,0.3507110396195975,EMA50_EXIT
DIA,2022-07-01T00:00:00,2022-08-01T00:00:00,0.20827660580504478,307.4614738952637,315.5868638977051,1.6274454540267433,0.2130943490658466,EMA50_EXIT
QQQ,2022-11-01T00:00:00,2022-11-01T00:00:00,0.12166424450489197,281.5563,293.3013133544922,1.3939783678608288,0.18143445061486957,EMA50_EXIT
SPY,2022-11-01T00:00:00,2022-12-01T00:00:00,0.12232212917858291,390.21804265136717,382.3535066772461,-1.0092580837843843,-0.1313608519198466,EMA50_EXIT
DIA,2023-03-01T00:00:00,2023-10-01T00:00:00,0.1713043740925604,326.10521654663086,330.4139149841309,0.6818665895362009,0.08872671672761472,EMA50_EXIT
DIA,2023-11-01T00:00:00,2025-04-01T00:00:00,0.2379345280834934,330.9861974304199,383.17764231066025,12.3331846894841,1.6041227942060126,STOP
IWM,2025-04-01T00:00:00,2025-04-01T00:00:00,0.268051739072451,199.0298034942627,194.8210286102295,-1.1809556272699242,-0.15152137607652166,EMA50_EXIT
IWM,2025-06-01T00:00:00,2026-09-04T00:00:00,0.24823680758364647,205.36107132568358,295.9508077636719,22.4254849429757,2.8957816966759693,END_OF_TEST
