signal_date,execution_date,regime,breadth,targets,equity_before_open,equity_after_close
2002-09-01T00:00:00,2002-10-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1365.9824567241578,1388.121092323765
2002-10-01T00:00:00,2002-11-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1388.121092323765,1405.2385954859647
2002-11-01T00:00:00,2002-12-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1405.2385954859647,1390.0670077078275
2002-12-01T00:00:00,2003-01-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1390.0670077078275,1383.1508381215453
2003-01-01T00:00:00,2003-02-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1383.1508381215453,1379.4141303903086
2003-02-01T00:00:00,2003-03-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1379.4141303903086,1379.990922288804
2003-03-01T00:00:00,2003-04-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1379.990922288804,1403.2029271327576
2003-04-01T00:00:00,2003-05-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1403.2029271327576,1418.5806906397129
2003-05-01T00:00:00,2003-06-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1418.5806906397129,1421.707123573821
2003-06-01T00:00:00,2003-07-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1421.707123573821,1426.8577738439144
2003-07-01T00:00:00,2003-08-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1426.8577738439144,1432.7430558001167
2003-08-01T00:00:00,2003-09-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1432.7430558001167,1429.671449097216
2003-09-01T00:00:00,2003-10-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1429.671449097216,1444.9204389912534
2003-10-01T00:00:00,2003-11-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1444.9204389912534,1448.1080845455676
2003-11-01T00:00:00,2003-12-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1448.1080845455676,1462.585739173684
2003-12-01T00:00:00,2004-01-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1462.585739173684,1468.380657398186
2004-01-01T00:00:00,2004-02-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1468.380657398186,1472.3631058318529
2004-02-01T00:00:00,2004-03-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1472.3631058318529,1468.5199187925537
2004-03-01T00:00:00,2004-04-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1468.5199187925537,1462.958949864611
2004-04-01T00:00:00,2004-05-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1462.958949864611,1467.9361930373366
2004-05-01T00:00:00,2004-06-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1467.9361930373366,1473.365745498481
2004-06-01T00:00:00,2004-07-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1473.365745498481,1463.836991056189
2004-07-01T00:00:00,2004-08-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1463.836991056189,1464.5989715372434
2004-08-01T00:00:00,2004-09-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1464.5989715372434,1467.5372467208563
2004-09-01T00:00:00,2004-10-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1467.5372467208563,1471.313014978317
2004-10-01T00:00:00,2004-11-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1471.313014978317,1484.3516821965727
2004-11-01T00:00:00,2004-12-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1484.3516821965727,1493.2989685030514
2004-12-01T00:00:00,2005-01-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1493.2989685030514,1486.6743684618057
2005-01-01T00:00:00,2005-02-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1486.6743684618057,1492.8751183385277
2005-02-01T00:00:00,2005-03-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1492.8751183385277,1487.4739849032146
2005-03-01T00:00:00,2005-04-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1487.4739849032146,1481.904210134482
2005-04-01T00:00:00,2005-05-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1481.904210134482,1491.4103781561053
2005-05-01T00:00:00,2005-06-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1491.4103781561053,1491.8899206339115
2005-06-01T00:00:00,2005-07-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1491.8899206339115,1503.279738184187
2005-07-01T00:00:00,2005-08-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1503.279738184187,1500.4635158962296
2005-08-01T00:00:00,2005-09-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1500.4635158962296,1502.8568420078982
2005-09-01T00:00:00,2005-10-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1502.8568420078982,1495.7428304465925
2005-10-01T00:00:00,2005-11-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1495.7428304465925,1508.822371619678
2005-11-01T00:00:00,2005-12-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1508.822371619678,1508.3684466123398
2005-12-01T00:00:00,2006-01-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1508.3684466123398,1515.562021707999
2006-01-01T00:00:00,2006-02-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1515.562021707999,1517.30181274918
2006-02-01T00:00:00,2006-03-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1517.30181274918,1522.2924824665795
2006-03-01T00:00:00,2006-04-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1522.2924824665795,1526.1342116509772
2006-04-01T00:00:00,2006-05-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1526.1342116509772,1516.9387192025206
2006-05-01T00:00:00,2006-06-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1516.9387192025206,1517.701341185483
2006-06-01T00:00:00,2006-07-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1517.701341185483,1519.0590673946863
2006-07-01T00:00:00,2006-08-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1519.0590673946863,1525.7172103748933
2006-08-01T00:00:00,2006-09-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1525.7172103748933,1533.957312839152
2006-09-01T00:00:00,2006-10-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1533.957312839152,1543.6253137611893
2006-10-01T00:00:00,2006-11-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1543.6253137611893,1549.7665012029238
2006-11-01T00:00:00,2006-12-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1549.7665012029238,1553.9155389938524
2006-12-01T00:00:00,2007-01-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1553.9155389938524,1558.580082984578
2007-01-01T00:00:00,2007-02-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1558.580082984578,1552.4886267886664
2007-02-01T00:00:00,2007-03-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1552.4886267886664,1556.1674008620032
2007-03-01T00:00:00,2007-04-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1556.1674008620032,1569.9405243391684
2007-04-01T00:00:00,2007-05-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1569.9405243391684,1580.583584725789
2007-05-01T00:00:00,2007-06-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1580.583584725789,1576.076377843204
2007-06-01T00:00:00,2007-07-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1576.076377843204,1566.216631707221
2007-07-01T00:00:00,2007-08-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1566.216631707221,1570.2813912454276
2007-08-01T00:00:00,2007-09-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1570.2813912454276,1582.4111654444341
2007-09-01T00:00:00,2007-10-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1582.4111654444341,1586.6992593557902
2007-10-01T00:00:00,2007-11-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1586.6992593557902,1574.2932254059606
2007-11-01T00:00:00,2007-12-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1574.2932254059606,1570.737243162127
2007-12-01T00:00:00,2008-01-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1570.737243162127,1551.7768946735514
2008-01-01T00:00:00,2008-02-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1551.7768946735514,1543.7190009032724
2008-02-01T00:00:00,2008-03-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1543.7190009032724,1540.95353145765
2008-03-01T00:00:00,2008-04-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1540.95353145765,1555.4813625315
2008-04-01T00:00:00,2008-05-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1555.4813625315,1560.181350344689
2008-05-01T00:00:00,2008-06-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1560.181350344689,1534.138155303912
2008-06-01T00:00:00,2008-07-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1534.138155303912,1531.6147195420804
2008-07-01T00:00:00,2008-08-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1531.6147195420804,1536.3409198663117
2008-08-01T00:00:00,2008-09-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1536.3409198663117,1507.959736426132
2008-09-01T00:00:00,2008-10-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1507.959736426132,1457.9925324788746
2008-10-01T00:00:00,2008-11-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1457.9925324788746,1437.6783613709447
2008-11-01T00:00:00,2008-12-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1437.6783613709447,1441.0000471730798
2008-12-01T00:00:00,2009-01-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1441.0000471730798,1417.4005494208536
2009-01-01T00:00:00,2009-02-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1417.4005494208536,1386.818138648962
2009-02-01T00:00:00,2009-03-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1386.818138648962,1410.477543352666
2009-03-01T00:00:00,2009-04-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1410.477543352666,1438.6129925654038
2009-04-01T00:00:00,2009-05-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1438.6129925654038,1455.4152379046047
2009-05-01T00:00:00,2009-06-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1455.4152379046047,1455.5491766286286
2009-06-01T00:00:00,2009-07-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1455.5491766286286,1477.1554297474988
2009-07-01T00:00:00,2009-08-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1477.1554297474988,1488.1429533561213
2009-08-01T00:00:00,2009-09-01T00:00:00,BEAR,0.0,{'SPY': 0.2},1488.1429533561213,1498.6933448620289
2009-09-01T00:00:00,2009-10-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1498.6933448620289,1496.3112956019645
2009-10-01T00:00:00,2009-11-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1496.3112956019645,1560.548257977257
2009-11-01T00:00:00,2009-12-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1560.548257977257,1593.6784544846087
2009-12-01T00:00:00,2010-01-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1593.6784544846087,1555.8668143428317
2010-01-01T00:00:00,2010-02-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1555.8668143428317,1589.4826094013156
2010-02-01T00:00:00,2010-03-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1589.4826094013156,1670.748587174175
2010-03-01T00:00:00,2010-04-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1670.748587174175,1693.6883742451423
2010-04-01T00:00:00,2010-05-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1693.6883742451423,1588.4051085766741
2010-05-01T00:00:00,2010-06-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1588.4051085766741,1531.158966932084
2010-06-01T00:00:00,2010-07-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1531.158966932084,1604.4136161486115
2010-07-01T00:00:00,2010-08-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1604.4136161486115,1555.2673486874917
2010-08-01T00:00:00,2010-09-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1555.2673486874917,1650.7110424698594
2010-09-01T00:00:00,2010-10-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1650.7110424698594,1694.6416440556934
2010-10-01T00:00:00,2010-11-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1694.6416440556934,1694.6843872268903
2010-11-01T00:00:00,2010-12-01T00:00:00,CAUTION,0.0,{'SPY': 0.7},1694.6843872268903,1772.779975891355
2010-12-01T00:00:00,2011-01-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1772.779975891355,1805.0548838308282
2011-01-01T00:00:00,2011-02-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1805.0548838308282,1853.81409359435
2011-02-01T00:00:00,2011-03-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1853.81409359435,1852.3670481571803
2011-03-01T00:00:00,2011-04-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1852.3670481571803,1894.9353075603624
2011-04-01T00:00:00,2011-05-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1894.9353075603624,1877.653230645949
2011-05-01T00:00:00,2011-06-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1877.653230645949,1851.0635555082579
2011-06-01T00:00:00,2011-07-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1851.0635555082579,1835.0181982451736
2011-07-01T00:00:00,2011-08-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1835.0181982451736,1756.949458463359
2011-08-01T00:00:00,2011-09-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1756.949458463359,1668.3206333931166
2011-09-01T00:00:00,2011-10-01T00:00:00,NORMAL_BULL,1.0,"{'SPY': 0.75, 'QQQ': 0.15}",1668.3206333931166,1832.617747957504
2011-10-01T00:00:00,2011-11-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1832.617747957504,1812.724764609237
2011-11-01T00:00:00,2011-12-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1812.724764609237,1822.024399575448
2011-12-01T00:00:00,2012-01-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1822.024399575448,1902.2835726173555
2012-01-01T00:00:00,2012-02-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1902.2835726173555,1975.6813481727927
2012-02-01T00:00:00,2012-03-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1975.6813481727927,2033.4915570526723
2012-03-01T00:00:00,2012-04-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2033.4915570526723,2020.5683833071637
2012-04-01T00:00:00,2012-05-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2020.5683833071637,1919.2385231591395
2012-05-01T00:00:00,2012-06-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1919.2385231591395,1981.036711441986
2012-06-01T00:00:00,2012-07-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1981.036711441986,1999.064506295628
2012-07-01T00:00:00,2012-08-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",1999.064506295628,2049.5552188674365
2012-08-01T00:00:00,2012-09-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2049.5552188674365,2084.213174959781
2012-09-01T00:00:00,2012-10-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2084.213174959781,2039.6620932436626
2012-10-01T00:00:00,2012-11-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2039.6620932436626,2051.793774464707
2012-11-01T00:00:00,2012-12-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2051.793774464707,2060.9722310628376
2012-12-01T00:00:00,2013-01-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2060.9722310628376,2134.118079588134
2013-01-01T00:00:00,2013-02-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2134.118079588134,2151.745590833429
2013-02-01T00:00:00,2013-03-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2151.745590833429,2213.7516691062383
2013-03-01T00:00:00,2013-04-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2213.7516691062383,2250.497633464814
2013-04-01T00:00:00,2013-05-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2250.497633464814,2298.5402150658606
2013-05-01T00:00:00,2013-06-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2298.5402150658606,2269.435978122566
2013-06-01T00:00:00,2013-07-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2269.435978122566,2367.8501122035796
2013-07-01T00:00:00,2013-08-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2367.8501122035796,2323.8547151718367
2013-08-01T00:00:00,2013-09-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2323.8547151718367,2389.5477099287573
2013-09-01T00:00:00,2013-10-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2389.5477099287573,2479.5489139799733
2013-10-01T00:00:00,2013-11-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2479.5489139799733,2541.1635779383523
2013-11-01T00:00:00,2013-12-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2541.1635779383523,2595.3681498707397
2013-12-01T00:00:00,2014-01-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2595.3681498707397,2530.275546413431
2014-01-01T00:00:00,2014-02-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2530.275546413431,2625.487992441969
2014-02-01T00:00:00,2014-03-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2625.487992441969,2624.1057347843316
2014-03-01T00:00:00,2014-04-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2624.1057347843316,2633.370344081425
2014-04-01T00:00:00,2014-05-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2633.370344081425,2693.6284412369528
2014-05-01T00:00:00,2014-06-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2693.6284412369528,2743.654816558176
2014-06-01T00:00:00,2014-07-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2743.654816558176,2728.06109216381
2014-07-01T00:00:00,2014-08-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2728.06109216381,2820.2491517902317
2014-08-01T00:00:00,2014-09-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2820.2491517902317,2792.974068916333
2014-09-01T00:00:00,2014-10-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2792.974068916333,2847.3290358056784
2014-10-01T00:00:00,2014-11-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2847.3290358056784,2920.0594887006732
2014-11-01T00:00:00,2014-12-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2920.0594887006732,2902.5564229972833
2014-12-01T00:00:00,2015-01-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2902.5564229972833,2839.131146519743
2015-01-01T00:00:00,2015-02-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2839.131146519743,2975.4347428257324
2015-02-01T00:00:00,2015-03-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2975.4347428257324,2933.68660262764
2015-03-01T00:00:00,2015-04-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2933.68660262764,2962.266692799103
2015-04-01T00:00:00,2015-05-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2962.266692799103,2998.3405102511033
2015-05-01T00:00:00,2015-06-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2998.3405102511033,2947.45679574359
2015-06-01T00:00:00,2015-07-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2947.45679574359,3013.5612016078285
2015-07-01T00:00:00,2015-08-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",3013.5612016078285,2862.197887674657
2015-08-01T00:00:00,2015-09-01T00:00:00,STRONG_BULL,0.8571428571428571,"{'SPY': 0.6, 'QQQ': 0.2}",2862.197887674657,2806.049693897312
2015-09-01T00:00:00,2015-10-01T00:00:00,STRONG_BULL,0.8571428571428571,"{'SPY': 0.6, 'QQQ': 0.2}",2806.049693897312,3012.673258137797
2015-10-01T00:00:00,2015-11-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",3012.673258137797,3022.9926724729585
2015-11-01T00:00:00,2015-12-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",3022.9926724729585,2982.522017246462
2015-12-01T00:00:00,2016-01-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",2982.522017246462,2851.0518868539107
2016-01-01T00:00:00,2016-02-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",2851.0518868539107,2840.6304065885383
2016-02-01T00:00:00,2016-03-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",2840.6304065885383,2992.7640227155725
2016-03-01T00:00:00,2016-04-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",2992.7640227155725,2980.753634211136
2016-04-01T00:00:00,2016-05-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",2980.753634211136,3037.10319220268
2016-05-01T00:00:00,2016-06-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",3037.10319220268,3029.5550103239893
2016-06-01T00:00:00,2016-07-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",3029.5550103239893,3139.1894382462087
2016-07-01T00:00:00,2016-08-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",3139.1894382462087,3148.032010419388
2016-08-01T00:00:00,2016-09-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",3148.032010419388,3162.075748127174
2016-09-01T00:00:00,2016-10-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",3162.075748127174,3119.899351376046
2016-10-01T00:00:00,2016-11-01T00:00:00,STRONG_BULL,0.875,"{'SPY': 0.6, 'QQQ': 0.2}",3119.899351376046,3191.451953498413
2016-11-01T00:00:00,2016-12-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",3191.451953498413,3237.403219659999
2016-12-01T00:00:00,2017-01-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",3237.403219659999,3305.052318448841
2017-01-01T00:00:00,2017-02-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",3305.052318448841,3411.798615917253
2017-02-01T00:00:00,2017-03-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",3411.798615917253,3428.566708801196
2017-03-01T00:00:00,2017-04-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",3428.566708801196,3467.6352578167234
2017-04-01T00:00:00,2017-05-01T00:00:00,STRONG_BULL,1.0,"{'SPY': 0.6, 'QQQ': 0.2}",3467.6352578167234,3523.9004549732504
