period,bars,trades,win_rate_pct,profit_factor,avg_r,return_pct,max_drawdown_pct,max_consecutive_losses,final_equity,buy_hold_return_pct
2018-2020 DEV,6560,87,45.97701149425287,1.229927426758889,0.12354034702599942,5.313042728310324,3.7179129030498332,5,2106.2608545662065,110.8804905345354
2021-2022 DEV,4380,50,34.0,0.6734923174438064,-0.2183018520179343,-5.409588979837199,8.66680336039403,6,1891.808220403256,-42.806625586069245
2023-2024 DEV,4386,80,40.0,0.6780607370490449,-0.20032178014735136,-7.843039868700396,8.350752973214524,12,1843.139202625992,465.69520674027024
2025+ OUT-OF-SAMPLE,2632,30,30.0,0.5968027075072756,-0.30548763001502544,-4.547167529649787,5.527625122733059,8,1909.0566494070042,-23.61156706847909
FULL,17958,264,39.77272727272727,0.8815240029027905,-0.07179388482842573,-9.567526997054742,19.46273887512219,12,1808.649460058905,421.1655298873915
