set,combos,valid_combos,positive_return_pct,pf_above_1_pct,pf_above_1_2_pct,median_return_pct,median_profit_factor,median_avg_r,median_max_dd_pct,worst_return_pct,best_return_pct
DEV_BASE_COST,36,36,100.0,100.0,100.0,21.479296813802186,2.0548838389388004,0.45894301070275545,3.4721550106210106,15.520907016695995,35.46866456546631
DEV_2X_COST,36,36,100.0,100.0,100.0,17.73068302537375,1.7775335644278152,0.3819660217306947,3.8249318698040913,12.45072847496187,30.29323233395489
OOS_AUDIT_BASE_COST,36,36,100.0,100.0,100.0,3.0533062883225326,2.5361814000175125,0.5551657186036955,1.2392198403651227,2.062149781739264,4.773974618545784
