signal_index,entry_index,exit_index,entry,stop,target,qty,notional,outcome,net_pnl,r_multiple,equity_before,equity_after
351,352,363,10882.176,10520.065285714285,11787.452785714286,0.0276158633409277,300.5206852679232,TIME,16.523893092262647,1.6523893092262647,2000.0,2016.5238930922626
369,370,379,11380.465638,11100.934388,12079.293763,0.036069739842902404,410.49043485375034,SL,-10.973519197217904,-1.0883599480083948,2016.5238930922626,2005.5503738950447
688,689,695,9268.883406,8873.462870285715,10257.434745285715,0.025359714440124227,235.05623635496605,SL,-10.532797281515894,-1.0503647695529887,2005.5503738950447,1995.0175766135287
697,698,709,9220.413714,8937.597642571429,9927.453892571428,0.035270583572853904,325.20937247592525,TIME,1.242812887512119,0.12459167298382899,1995.0175766135287,1996.260389501041
710,711,713,9320.273682,9089.040646285714,9898.356271285713,0.04316555338501991,402.31477118336704,SL,-10.85433841507776,-1.0874671933745845,1996.260389501041,1985.406051085963
724,725,729,9249.659561999999,9054.383669142857,9737.849294142856,0.05083592301222809,470.2149813831514,TP,23.75342059527671,2.392802276620869,1985.406051085963,2009.15947168124
748,749,749,9662.952204000001,9452.056668285715,10190.191043285715,0.04763399720331638,460.2850382611159,SL,-11.046279437902408,-1.0995921024286854,2009.15947168124,1998.1131922433374
1199,1200,1211,7396.3489739999995,7221.237366857143,7834.127991857142,0.057052562786807905,421.9806642322772,TIME,18.29765465196346,1.831493303081611,1998.1131922433374,2016.410846895301
1235,1236,1247,8158.851444,7953.903229714286,8671.221979714286,0.04919317921170716,401.35984124638776,TIME,2.471406585956356,0.24512926914290495,2016.410846895301,2018.8822534812573
1255,1256,1258,8173.03428,8032.438744285714,8524.523119285714,0.07179752341439816,586.8036200849788,SL,-11.373150596230573,-1.1266779502984183,2018.8822534812573,2007.5091028850268
1441,1442,1453,6986.236968,6842.167325142857,7346.411075142857,0.06967148189836361,486.7414824536907,TIME,13.805280334306232,1.3753641579474205,2007.5091028850268,2021.314383219333
1680,1681,1682,6659.571647999999,6605.02521942857,6795.937719428571,0.18528384315504917,1233.9110287078443,SL,-12.808803532063276,-1.2673737087511132,2021.314383219333,2008.5055796872698
