period,breakout_lookback,initial_stop_atr,trail_atr,fee_rate,slippage_rate,initial_equity,final_equity,return_pct,trades,win_rate_pct,profit_factor,avg_r,max_drawdown_pct,max_consecutive_losses,total_fees_est
OOS_AUDIT_BASE_COST,20,2.5,3.0,0.001,0.0002,2000.0,2058.0075686786668,2.900378433933337,11,54.54545454545454,3.1293982132724643,0.5250207677404727,1.0718001955885148,3,8.932588556809641
OOS_AUDIT_BASE_COST,20,2.5,3.5,0.001,0.0002,2000.0,2056.728989631021,2.83644948155104,11,54.54545454545454,3.0526404970665304,0.5138707192680848,1.0915050098734649,3,8.92912505597587
OOS_AUDIT_BASE_COST,25,1.5,2.5,0.001,0.0002,2000.0,2069.407461108436,3.470373055421816,11,54.54545454545454,2.333641420358744,0.6320241640075722,1.6269874448527202,3,14.807255745101063
OOS_AUDIT_BASE_COST,25,1.5,3.0,0.001,0.0002,2000.0,2064.0430452426544,3.202152262132718,11,54.54545454545454,2.233146576315194,0.5839097866504347,1.6269874448527246,3,14.775323247997267
OOS_AUDIT_BASE_COST,25,1.5,3.5,0.001,0.0002,2000.0,2062.575050088874,3.128752504443688,11,54.54545454545454,2.205433306766447,0.5713306938474547,1.6269874448527317,3,14.769745203135074
OOS_AUDIT_BASE_COST,25,2.0,2.5,0.001,0.0002,2000.0,2049.529122060016,2.4764561030008014,11,54.54545454545454,2.198999864806069,0.45153679349066683,1.2207997554415144,3,11.049684496256429
OOS_AUDIT_BASE_COST,25,2.0,3.0,0.001,0.0002,2000.0,2045.1426569922298,2.2571328496114873,11,54.54545454545454,2.08454112265267,0.412078627560198,1.239219840365125,3,11.029553529405282
OOS_AUDIT_BASE_COST,25,2.0,3.5,0.001,0.0002,2000.0,2044.0589980530335,2.202949902651685,11,54.54545454545454,2.0588474814425712,0.4026443079579631,1.239219840365129,3,11.026197263025177
OOS_AUDIT_BASE_COST,25,2.5,2.5,0.001,0.0002,2000.0,2044.0499126289906,2.202495631449519,11,54.54545454545454,2.5351569630856163,0.4003127988869497,0.9774201642774066,3,8.839114820762035
OOS_AUDIT_BASE_COST,25,2.5,3.0,0.001,0.0002,2000.0,2042.5119477128317,2.1255973856415755,11,54.54545454545454,2.570503622046951,0.38633282326748614,1.0718001955885146,3,8.835552637781515
OOS_AUDIT_BASE_COST,25,2.5,3.5,0.001,0.0002,2000.0,2041.242995634785,2.062149781739264,11,54.54545454545454,2.501831817466893,0.3751827747950982,1.091505009873446,3,8.832115215129841
OOS_AUDIT_BASE_COST,30,1.5,2.5,0.001,0.0002,2000.0,2069.407461108436,3.470373055421816,11,54.54545454545454,2.333641420358744,0.6320241640075722,1.6269874448527202,3,14.807255745101063
OOS_AUDIT_BASE_COST,30,1.5,3.0,0.001,0.0002,2000.0,2064.0430452426544,3.202152262132718,11,54.54545454545454,2.233146576315194,0.5839097866504347,1.6269874448527246,3,14.775323247997267
OOS_AUDIT_BASE_COST,30,1.5,3.5,0.001,0.0002,2000.0,2062.575050088874,3.128752504443688,11,54.54545454545454,2.205433306766447,0.5713306938474547,1.6269874448527317,3,14.769745203135074
OOS_AUDIT_BASE_COST,30,2.0,2.5,0.001,0.0002,2000.0,2049.529122060016,2.4764561030008014,11,54.54545454545454,2.198999864806069,0.45153679349066683,1.2207997554415144,3,11.049684496256429
OOS_AUDIT_BASE_COST,30,2.0,3.0,0.001,0.0002,2000.0,2045.1426569922298,2.2571328496114873,11,54.54545454545454,2.08454112265267,0.412078627560198,1.239219840365125,3,11.029553529405282
OOS_AUDIT_BASE_COST,30,2.0,3.5,0.001,0.0002,2000.0,2044.0589980530335,2.202949902651685,11,54.54545454545454,2.0588474814425712,0.4026443079579631,1.239219840365129,3,11.026197263025177
OOS_AUDIT_BASE_COST,30,2.5,2.5,0.001,0.0002,2000.0,2044.0499126289906,2.202495631449519,11,54.54545454545454,2.5351569630856163,0.4003127988869497,0.9774201642774066,3,8.839114820762035
OOS_AUDIT_BASE_COST,30,2.5,3.0,0.001,0.0002,2000.0,2042.5119477128317,2.1255973856415755,11,54.54545454545454,2.570503622046951,0.38633282326748614,1.0718001955885146,3,8.835552637781515
OOS_AUDIT_BASE_COST,30,2.5,3.5,0.001,0.0002,2000.0,2041.242995634785,2.062149781739264,11,54.54545454545454,2.501831817466893,0.3751827747950982,1.091505009873446,3,8.832115215129841
